"name","gender","party","twitter","mandates","ville","departement","type","id","statuses","followers","created","last_tweeted","age","followers_sample","sample"
"Patrick BEAUVILLARD","m","IND","pbeauvillard","Conseiller régional","","lot et garonne","Local","105161521",5357,2059,2010,"2015-04-21",1978,2056,TRUE
"Olivier DASSAULT","m","UMP","odassault","Député","","oise","MP","796057206",1103,2058,2012,"2015-05-25",1018,2058,TRUE
"Brigitte FOURE","f","UDI","brigittefoure","Maire, Responsable politique national, Vice-Président de Communauté d'Agglomération","amiens","somme","Else","92515695",1035,2055,2009,"2015-05-28",2029,2055,TRUE
"Yvan LACHAUD","m","UDI","yvan_lachaud","Maire adjoint, Président de Communauté d'Agglomération","nimes","herault","Local","154818885",1201,2053,2010,"2015-04-21",1830,2010,TRUE
"Hervé GAYMARD","m","UMP","hgaymard","Député","","savoie","MP","964928286",134,2044,2012,"2015-05-20",935,2044,TRUE
"Maurice VINCENT","m","PS","mauricevincent_","Sénateur","saint etienne","loire","Senator","358941090",3173,2026,2011,"2015-04-20",1395,2016,TRUE
"Jean-Bernard BROS","m","PRG","jb_bros","Conseiller municipal, Responsable politique national","paris","paris","Else","184803344",2861,2025,2010,"2015-04-21",1751,2015,TRUE
"Alain GEST","m","UMP","alain_gest","Député, Président de Communauté d'Agglomération","amiens","somme","MP","480272828",1790,2019,2012,"2015-04-20",1231,1956,TRUE
"Claude GREFF","f","UMP","claudegreff","Conseiller municipal, Député","","indre et loire","MP","497074191",721,2010,2012,"2015-04-03",1213,1962,TRUE
"Anne GROMMERCH","f","UMP","annegrommerch","Conseiller régional, Député, Vice-Président de Communauté d'Agglomération","thionville","moselle","MP","440704680",836,2004,2011,"2015-04-17",1275,1952,TRUE
"Etienne BLANC","m","UMP","blanc_etienne","Conseiller communautaire, Député, Maire","","rhone","MP","499128441",933,2001,2012,"2015-04-19",1210,1947,TRUE
"Mathieu DARNAUD","m","UMP","mathdarnaud","Maire, Sénateur","guilherand granges","ardeche","Senator","342574994",2982,1993,2011,"2015-04-19",1421,1920,TRUE
"François BONNEAU","m","PS","fbonneau","Président de Conseil Régional","","","Local","80337820",694,1992,2009,"2015-04-21",2078,1931,TRUE
"Nicolas MEIZONNET","m","FN","n_meizonnet","Conseiller départemental","vauvert","gard","Local","773854656",4131,1990,2012,"2015-06-14",1028,1990,TRUE
"Philippe BIES","m","PS","philippebies","Conseiller communautaire, Conseiller municipal, Député","strasbourg","bas rhin","MP","120805649",1942,1988,2010,"2015-04-21",1926,1948,TRUE
"Bernard JOMIER","m","EELV","bernardjomier","Maire adjoint","paris","paris","Local","485777791",2920,1986,2012,"2015-06-15",1225,1987,TRUE
"Aurélien SETBON","m","UDI","asebtontalence","Maire adjoint, Responsable politique national","talence","gironde","Else","435859251",837,1981,2011,"2015-04-10",1281,1980,TRUE
"Sally CHADJAA","f","UMP","chadjaasally","Conseiller communautaire, Conseiller régional, Maire adjoint","la rochelle","charente maritime","Local","126890005",6067,1979,2010,"2015-04-21",1907,1957,TRUE
"Rodolphe ALEXANDRE","m","DVD","rphealexandre","Président de Conseil Régional","","DOM TOM","Local","837833816",1494,1971,2012,"2015-06-12",998,1971,FALSE
"Nassimah DINDAR","f","UDI","nassimahdindar","Conseiller municipal, Président de Conseil Départemental","","DOM TOM","Local","499445655",7825,1968,2012,"2015-04-17",1210,1854,TRUE
"Raphaël VUITTON","m","UDI","raphaelvuitton","Conseiller municipal","nancy","meurthe et moselle","Local","36750995",157,1960,2009,"2015-06-14",2237,1960,TRUE
"Laurent BERNIER","m","UMP","laurentbernier","Conseiller départemental, Maire","saint francois","DOM TOM","Local","126773832",2687,1959,2010,"2015-04-21",1907,1912,TRUE
"Pierre DE SAINTIGNON","m","PS","pdesaintignon","Président de Conseil Régional","","nord","Local","577342970",728,1956,2012,"2015-06-15",1130,1956,TRUE
"France JAMET","f","FN","jametfrance","Conseiller communautaire, Conseiller municipal, Conseiller régional","montpellier","herault","Local","966076399",520,1951,2012,"2015-04-20",935,1949,TRUE
"Laure LECHATELLIER","f","EELV","llechatellier","Conseiller régional","","","Local","291827074",2048,1938,2011,"2015-06-15",1505,1938,TRUE
"Michel FRANCAIX","m","PS","michelfrancaix","Député","chambly","oise","MP","177108832",512,1932,2010,"2015-03-13",1770,1908,TRUE
"François ANDRE","m","PS","francoisandre35","Conseiller départemental, Député","","ille et vilaine","MP","430662853",1069,1931,2011,"2015-04-21",1287,1894,TRUE
"Bernard PERRUT","m","UMP","b_perrut","Député, Maire, Vice-Président de Communauté d'Agglomération","","rhone","MP","556754160",892,1929,2012,"2015-04-19",1154,1772,TRUE
"François PUPPONI","m","PS","fpupponi","Député, Maire","sarcelles","val d oise","MP","413819531",266,1929,2011,"2015-04-20",1308,1860,TRUE
"Franck REYNIER","m","UDI","franckreynier","Député, Maire, Président de Communauté d'Agglomération","montelimar","drome","MP","82076380",1451,1928,2009,"2015-04-18",2072,1855,TRUE
"Monique IBORRA","f","PS","moniqueiborra","Député","","haute garonne","MP","372703035",803,1923,2011,"2015-04-11",1372,1895,TRUE
"Jean-Léonce DUPONT","m","UDI","jldupont14","Président de Conseil Départemental, Sénateur","bayeux","calvados","Senator","1280517445",1391,1909,2013,"2015-04-20",819,1867,TRUE
"Danièle NOEL","f","MODEM","daniele_noel","Conseiller communautaire, Conseiller municipal","nancy","meurthe et moselle","Local","49739723",39662,1904,2009,"2015-04-21",2184,1904,TRUE
"Marcel ROGEMONT","m","PS","marcelrogemont","Conseiller départemental, Député","","ille et vilaine","MP","119026515",425,1903,2010,"2015-04-14",1932,1871,TRUE
"Pierre LAROCHE","m","MODEM","pierrelaroche","Conseiller municipal, Vice-Président de Communauté d'Agglomération","courbevoie","hauts de seine","Local","75559116",24136,1897,2009,"2015-06-14",2096,1897,TRUE
"Patrick KARAM","m","UMP","karampatrick","Conseiller régional","","","Local","248655946",1974,1896,2011,"2015-06-15",1590,1896,TRUE
"Françoise GROLET","f","FN","fgrolet","Conseiller municipal, Conseiller régional","metz","moselle","Local","596222204",4486,1895,2012,"2015-04-21",1110,1889,TRUE
"Eric ALAUZET","m","EELV","ericalauzet","Député","","doubs","MP","842102300",943,1888,2012,"2015-04-09",995,1851,TRUE
"Philippe KEMEL","m","PS","philippekemel","Conseiller régional, Député, Maire","carvin","pas de calais","MP","525720608",2053,1883,2012,"2015-04-21",1187,1844,TRUE
"Jérémy THIEN","m","UMP","jeremythien","Conseiller régional, Maire","jullie","rhone","Local","296198693",6181,1861,2011,"2015-06-11",1498,1861,TRUE
"Cyril BOURDON","m","MODEM","bourdoncyril","Conseiller municipal","cherbourg","manche","Local","430280473",1559,1851,2011,"2015-04-16",1287,1847,TRUE
"Jean-François DEBAT","m","PS","jfdebat","Maire, Vice-Président de Conseil Régional","bourg en bresse","ain","Local","462841023",3410,1851,2012,"2015-06-10",1250,1851,TRUE
"Lucie BRIATTE","f","PS","luciebriatte","Maire adjoint","lyon","rhone","Local","264420048",10951,1849,2011,"2015-06-15",1557,1849,TRUE
"David BELLIARD","m","EELV","david_belliard","Conseiller municipal","paris","paris","Local","305783924",2055,1843,2011,"2015-06-14",1481,1844,TRUE
"Florent BOUDIE","m","PS","florent_boudie","Député","","gironde","MP","245747441",1172,1837,2011,"2015-04-19",1596,1806,TRUE
"Laurence SAUVAGE","f","FDG","sauvagelaurence","Conseiller régional","","pas de calais","Local","315314184",3121,1836,2011,"2014-01-15",1465,1840,FALSE
"Frédéric NIHOUS","m","UMP","fnihous","Conseiller régional, Maire adjoint","baudreix","pyrenees atlantiques","Local","362484462",1310,1824,2011,"2015-04-21",1390,1812,TRUE
"François DUROVRAY","m","UMP","durovray","Conseiller régional, Maire adjoint, Président de Conseil Départemental","montgeron","essonne","Local","37241043",2451,1819,2009,"2015-06-11",2235,1820,TRUE
"Laurence ABEILLE","f","EELV","laurenceabeille","Député, Maire adjoint","fontenay sous bois","val de marne","MP","455789179",861,1818,2012,"2015-04-21",1258,1673,TRUE
"Gilles LEBRETON","m","FN","gilles_lebreton","Député européen","","","MEP","2463325740",650,1810,2014,"2015-04-21",417,1699,TRUE
"Yves D'AMECOURT","m","UMP","yvesdamecourt","Maire, Président de Communauté d'Agglomération","sauveterre de guyenne","gironde","Local","114222231",18777,1808,2010,"2015-06-11",1947,1808,TRUE
"Hamou BOUAKKAZ","m","PS","hamoubouakkaz","Sans mandat électif courant","","","Else","303890113",2728,1807,2011,"2015-04-07",1485,1794,TRUE
"Rodolphe THOMAS","m","MODEM","rodolphethomas","Conseiller départemental, Maire, Vice-Président de Communauté d'Agglomération","herouville saint clair","calvados","Local","93655977",406,1807,2009,"2015-04-14",2024,1757,TRUE
"Dominique TIAN","m","UMP","dominique_tian","Député, Maire adjoint","marseille","bouches du rhone","MP","529397593",319,1805,2012,"2015-04-17",1184,1713,TRUE
"Dominique PLANCKE","m","EELV","domplancke","Conseiller régional","","nord","Local","105495014",15413,1804,2010,"2015-04-21",1977,1778,TRUE
"Jean-Marie BOCKEL","m","UDI","bockeljeanmarie","Président de Communauté d'Agglomération, Responsable politique national, Sénateur","mulhouse","haut rhin","Senator","793641810",297,1797,2012,"2015-04-15",1019,1790,TRUE
"Roberto ROMERO","m","PS","robertoadrian","Maire adjoint, Vice-Président de Conseil Régional","bagneux","hauts de seine","Local","38677657",3590,1794,2009,"2015-06-11",2230,1794,TRUE
"Claude GEWERC","m","PS","claudegewerc","Président de Conseil Régional","","","Local","95616410",751,1793,2009,"2015-06-12",2015,1792,TRUE
"Sophie BUQUET-RENOLLAUD","f","PS","sophiebuquet","Sans mandat électif courant","","","Else","39071854",10293,1793,2009,"2015-04-09",2227,1794,TRUE
"Alain AMEDRO","m","EELV","alain_amedro","Conseiller régional","","seine saint denis","Local","88233221",3194,1785,2009,"2015-06-15",2046,1785,TRUE
"Marc-Pierre MANCEL","m","PS","mmancel","Conseiller régional","","","Local","17893958",446,1785,2008,"2015-06-06",2384,1785,TRUE
"Sophie ERRANTE","f","PS","sophieerrante","Député","","loire atlantique","MP","549319211",402,1782,2012,"2015-04-21",1163,1752,TRUE
"Patrice LECLERC","m","FDG","patrice_leclerc","Maire","gennevilliers","hauts de seine","Local","21505928",19022,1779,2009,"2015-06-11",2305,1779,TRUE
"Brigitte ALLAIN","f","EELV","brigitteallain","Député","","dordogne","MP","550973825",985,1773,2012,"2015-04-21",1161,1733,TRUE
"Jean-Claude BOULARD","m","PS","j_c_boulard","Sénateur","","sarthe","Senator","343915508",836,1772,2011,"2015-05-23",1419,1772,TRUE
"Agnès MARION","f","FN","amarion69","Conseiller municipal","lyon","rhone","Local","1875944024",2624,1771,2013,"2015-04-21",637,1769,TRUE
"Patrick VIGNAL","m","PS","patrickvignal","Conseiller municipal, Député","montpellier","herault","MP","980242016",1975,1769,2012,"2015-04-21",928,1662,TRUE
"Alain BARNIER","m","FN","alainbarnier07","Conseiller communautaire, Conseiller municipal","viviers","ardeche","Local","545512677",4614,1765,2012,"2015-06-14",1167,1765,TRUE
"Nicole AMELINE","f","UMP","nicoleameline","Député","","calvados","MP","82585925",155,1762,2009,"2015-03-25",2070,1714,TRUE
"Françoise MESNARD","f","PS","fmesnard","Maire, Vice-Président de Conseil Régional","saint jean d angely","charente maritime","Local","122402814",2498,1759,2010,"2015-04-21",1922,1724,TRUE
"Gil AVEROUS","m","UMP","gilaverous","Maire, Président de Communauté d'Agglomération","chateauroux","indre","Local","57975246",1546,1754,2009,"2015-04-21",2158,1683,FALSE
"Eddie AIT","m","PRG","eddieait_of","Conseiller régional, Maire","","yvelines","Local","134439661",6099,1753,2010,"2015-04-21",1885,1754,TRUE
"Jonathan SOREL","m","EELV","j_sorel","Conseiller municipal","paris","paris","Local","35288476",2780,1748,2009,"2015-06-14",2242,1748,TRUE
"Jean-Jacques GUILLET","m","UMP","jjguillet","Conseiller régional, Député, Maire, Vice-Président de Communauté d'Agglomération","","hauts de seine","MP","573459274",620,1748,2012,"2015-04-15",1135,1674,TRUE
"Alexandre GUILLEMAUD","m","UMP","alexguillemaud","Conseiller municipal","nanterre","hauts de seine","Local","314903544",6553,1742,2011,"2015-04-19",1466,1715,TRUE
"Laurent LAFON","m","UDI","l_lafon","Conseiller régional, Maire, Vice-Président de Communauté d'Agglomération","vincennes","val de marne","Local","563128011",771,1737,2012,"2015-04-18",1146,1696,TRUE
"Philippe NOGUES","m","PS","philippenogues","Député","","morbihan","MP","337669071",647,1735,2011,"2015-04-18",1429,1647,TRUE
"Augustin LEGRAND","m","EELV","legrandaugustin","Conseiller régional","","","Local","251221170",446,1734,2011,"2015-06-11",1584,1734,TRUE
"Jean-André LASSERRE","m","PS","jalasserre","Conseiller municipal","courbevoie","hauts de seine","Local","477520675",1292,1731,2012,"2015-04-21",1234,1684,TRUE
"Elisabeth POCHON","f","PS","elisabethpochon","Conseiller municipal, Député","rosny sous bois","seine saint denis","MP","426201331",2017,1730,2011,"2015-04-20",1292,1676,TRUE
"Christophe GRUDLER","m","MODEM","grudlerch","Conseiller départemental","belfort","territoire de belfort","Local","457528606",9345,1728,2012,"2015-06-14",1256,1728,TRUE
"Bruno GILLES","m","UMP","brunogilles13","Sénateur","marseille","bouches du rhone","Senator","493589985",445,1726,2012,"2015-05-20",1216,1726,TRUE
"Thierry PHILIP","m","PS","thierryphilip","Maire, Vice-Président de Communauté d'Agglomération","lyon","rhone","Local","366674290",2588,1722,2011,"2015-06-11",1382,1722,TRUE
"Bertrand PANCHER","m","UDI","bertrandpancher","Député, Responsable politique national","","meuse","MP","436780101",1568,1714,2011,"2015-05-22",1280,1715,TRUE
"Thomas SIMONIAN","m","UDI","tsimonian","Sans mandat électif courant","toulouse","haute garonne","Else","177330456",3031,1710,2010,"2015-04-21",1769,1639,TRUE
"Henri WEBER","m","PS","henriweber","Sans mandat électif courant","","","Else","24901513",41,1709,2009,"2009-06-03",2282,1710,FALSE
"Jordan GROSSE-CRUCIANI","m","FN","jordangcruciani","Conseiller municipal","thaon","calvados","Local","705676723",3208,1704,2012,"2015-06-14",1061,1704,TRUE
"Jean-Jacob BICEP","m","EELV","jeanjacobbicep","Sans mandat électif courant","paris","paris","Else","69578244",1417,1700,2009,"2015-04-19",2118,1694,TRUE
"Michel ZUMKELLER","m","UDI","michelzumkeller","Député, Maire, Responsable politique national","belfort","territoire de belfort","MP","441892644",280,1700,2011,"2015-02-17",1274,1660,TRUE
"Jeremy COSTE","m","UDI","jeremycoste","Maire adjoint","vanves","hauts de seine","Local","238569505",743,1698,2011,"2015-04-07",1613,1698,TRUE
"Thierry ROBERT","m","MODEM","trobert974","Député, Maire","saint leu","DOM TOM","MP","461870701",1293,1698,2012,"2015-04-12",1251,1673,TRUE
"Jacques VALAX","m","PS","jvalax","Député","albi","tarn","MP","608061059",202,1696,2012,"2015-03-17",1097,1672,TRUE
"Louis GISCARD D'ESTAING","m","UDI","lgiscardestaing","Maire, Responsable politique national, Vice-Président de Communauté d'Agglomération","clermont","oise","Else","1358001992",877,1696,2013,"2015-04-19",790,1696,TRUE
"Claire MONOD","f","EELV","clairemonod","Conseiller régional","","","Local","249843341",6007,1695,2011,"2015-06-15",1587,1695,TRUE
"Pierre-Yves LE BORGN","m","PS","pyleborgn","Député","","ETRANGER","MP","191366432",606,1691,2010,"2015-04-16",1734,1638,TRUE
"Christophe MADROLLE","m","MODEM","cmadrolle","Conseiller municipal","marseille","bouches du rhone","Local","78897599",3353,1687,2009,"2015-06-13",2084,1687,TRUE
"Anne BRISSAUD","f","UDI","annebrissaud","Conseiller communautaire, Conseiller municipal","montpellier","herault","Local","426820833",1594,1684,2011,"2015-03-30",1291,1662,TRUE
"Annick LE LOCH","f","PS","annick_leloch","Député","","finistere","MP","556859694",836,1681,2012,"2015-04-19",1154,1651,TRUE
"Frédérique MASSAT","f","PS","fmassat09","Député","","ariege","MP","224537286",2166,1677,2010,"2015-04-20",1650,1675,TRUE
"Jean-Yves CAULLET","m","PS","jycaullet","Député, Maire","avallon","yonne","MP","500126025",1230,1677,2012,"2015-04-21",1209,1636,TRUE
"Alain CHRETIEN","m","UMP","alainchretien","Député, Maire","vesoul","haute saone","MP","254629290",506,1675,2011,"2015-04-15",1577,1638,TRUE
"Claude DE GANAY","m","UMP","cdganay","Conseiller municipal, Député, Président de Communauté d'Agglomération","","loiret","MP","424117102",601,1675,2011,"2015-04-18",1295,1636,TRUE
"Aymeric PERRAUD","m","FN","aymericperraud","Conseiller communautaire, Conseiller municipal","montigny les metz","moselle","Local","1138116932",3562,1674,2013,"2015-06-14",865,1674,TRUE
"Virginie RECHER","f","FN","virginierecher","Conseiller municipal","","marne","Local","422072841",7490,1670,2011,"2015-04-21",1297,1669,TRUE
"Philippe KALTENBACH","m","PS","p_kaltenbach","Sénateur","","hauts de seine","Senator","438422936",2397,1668,2011,"2015-05-24",1278,1668,TRUE
"Alexandra SIARRI","f","IND","alexandrasiarri","Conseiller régional, Maire adjoint","bordeaux","gironde","Local","30938577",4756,1666,2009,"2015-04-14",2254,1632,TRUE
"Alain SUGUENOT","m","UMP","a_suguenot","Député, Maire, Président de Communauté d'Agglomération","beaune","cote d or","MP","87711812",1792,1659,2009,"2015-04-21",2049,1619,TRUE
"Alain LEBOEUF","m","UMP","a_leboeuf","Député, Vice-Président de Conseil Départemental","","vendee","MP","534130523",862,1653,2012,"2015-04-20",1180,1572,TRUE
"Pascale LE NEOUANNIC","f","FDG","leneouannic","Conseiller municipal, Conseiller régional","antony","hauts de seine","Local","397243910",2326,1653,2011,"2015-06-08",1331,1653,TRUE
